id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,difficulty,cefr_level,toeic_level,frequency,synonyms,antonyms,word_family,collocations,phrasal_verbs,grammar_pattern,common_mistakes,usage_note,topic,mnemonic,mnemonic_type,memory_tip,is_common,stage,created_at,updated_at
,recovery point,phrasal verb,recovery point,,recovery point trong ngữ cảnh kinh doanh.,recovery point plays an important role in business.,Dịch: recovery point plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,recovery point = recovery point,True,4,,
,RPO,noun,rpo,,RPO trong ngữ cảnh kinh doanh.,The RPO is important for business operations.,Dịch: The RPO is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,RPO = rpo,True,1,,
,backup server,phrasal verb,backup server,,backup server trong ngữ cảnh kinh doanh.,backup server plays an important role in business.,Dịch: backup server plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,backup server = backup server,True,4,,
,load balancing,phrasal verb,load balancing,,load balancing trong ngữ cảnh kinh doanh.,load balancing plays an important role in business.,Dịch: load balancing plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,load balancing = load balancing,True,4,,
,system availability,phrasal verb,system availability,,system availability trong ngữ cảnh kinh doanh.,system availability plays an important role in business.,Dịch: system availability plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,system availability = system availability,True,4,,
,planned downtime,phrasal verb,planned downtime,,planned downtime trong ngữ cảnh kinh doanh.,planned downtime plays an important role in business.,Dịch: planned downtime plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,planned downtime = planned downtime,True,4,,
,network outage,phrasal verb,network outage,,network outage trong ngữ cảnh kinh doanh.,network outage plays an important role in business.,Dịch: network outage plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,network outage = network outage,True,4,,
,network issue,phrasal verb,network issue,,network issue trong ngữ cảnh kinh doanh.,network issue plays an important role in business.,Dịch: network issue plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,network issue = network issue,True,4,,
,IT trend,phrasal verb,it trend,,IT trend trong ngữ cảnh kinh doanh.,IT trend plays an important role in business.,Dịch: IT trend plays an important role in business.,,,medium,B2,600,50,[],[],[],[],[],Common usage,,,General Business Operations,,,IT trend = it trend,True,2,,
,technological innovation,phrasal verb,technological innovation,,technological innovation trong ngữ cảnh kinh doanh.,technological innovation plays an important role in business.,Dịch: technological innovation plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,technological innovation = technological innovation,True,4,,
,technology research,phrasal verb,technology research,,technology research trong ngữ cảnh kinh doanh.,technology research plays an important role in business.,Dịch: technology research plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,technology research = technology research,True,4,,
,proof of concept,phrasal verb,proof of concept,,proof of concept trong ngữ cảnh kinh doanh.,proof of concept plays an important role in business.,Dịch: proof of concept plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,proof of concept = proof of concept,True,4,,
,remote collaboration,phrasal verb,remote collaboration,,remote collaboration trong ngữ cảnh kinh doanh.,remote collaboration plays an important role in business.,Dịch: remote collaboration plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,remote collaboration = remote collaboration,True,4,,
,email account,phrasal verb,email account,,email account trong ngữ cảnh kinh doanh.,email account plays an important role in business.,Dịch: email account plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Finance & Banking,,,email account = email account,True,4,,
,file attachment,phrasal verb,file attachment,,file attachment trong ngữ cảnh kinh doanh.,file attachment plays an important role in business.,Dịch: file attachment plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,file attachment = file attachment,True,4,,
,online communication,phrasal verb,online communication,,online communication trong ngữ cảnh kinh doanh.,online communication plays an important role in business.,Dịch: online communication plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,online communication = online communication,True,4,,
,application security,phrasal verb,application security,,application security trong ngữ cảnh kinh doanh.,application security plays an important role in business.,Dịch: application security plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,application security = application security,True,4,,
,device security,phrasal verb,device security,,device security trong ngữ cảnh kinh doanh.,device security plays an important role in business.,Dịch: device security plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,device security = device security,True,4,,
,threat detection,phrasal verb,threat detection,,threat detection trong ngữ cảnh kinh doanh.,threat detection plays an important role in business.,Dịch: threat detection plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,Personnel & Human Resources,,,threat detection = threat detection,True,4,,
,vulnerability testing,phrasal verb,vulnerability testing,,vulnerability testing trong ngữ cảnh kinh doanh.,vulnerability testing plays an important role in business.,Dịch: vulnerability testing plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,vulnerability testing = vulnerability testing,True,4,,
,security rule,phrasal verb,security rule,,security rule trong ngữ cảnh kinh doanh.,security rule plays an important role in business.,Dịch: security rule plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,security rule = security rule,True,4,,
,encryption protocol,phrasal verb,encryption protocol,,encryption protocol trong ngữ cảnh kinh doanh.,encryption protocol plays an important role in business.,Dịch: encryption protocol plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,encryption protocol = encryption protocol,True,4,,
,public key,phrasal verb,public key,,public key trong ngữ cảnh kinh doanh.,public key plays an important role in business.,Dịch: public key plays an important role in business.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,public key = public key,True,3,,
,digital signature,phrasal verb,digital signature,,digital signature trong ngữ cảnh kinh doanh.,digital signature plays an important role in business.,Dịch: digital signature plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,digital signature = digital signature,True,4,,
,digital identity,phrasal verb,digital identity,,digital identity trong ngữ cảnh kinh doanh.,digital identity plays an important role in business.,Dịch: digital identity plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,digital identity = digital identity,True,4,,
,SSO,noun,sso,,SSO trong ngữ cảnh kinh doanh.,The SSO is important for business operations.,Dịch: The SSO is important for business operations.,,,easy,A1,400,80,[],[],[],[],[],Common usage,,,General Business Operations,,,SSO = sso,True,1,,
,information system,phrasal verb,information system,,information system trong ngữ cảnh kinh doanh.,information system plays an important role in business.,Dịch: information system plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,information system = information system,True,4,,
,systems engineer,phrasal verb,systems engineer,,systems engineer trong ngữ cảnh kinh doanh.,systems engineer plays an important role in business.,Dịch: systems engineer plays an important role in business.,,,hard,C2,800,25,[],[],[],[],[],Common usage,,,General Business Operations,,,systems engineer = systems engineer,True,4,,
,developer,noun,developer,,developer trong ngữ cảnh kinh doanh.,The developer is important for business operations.,Dịch: The developer is important for business operations.,,,hard,C1,700,25,[],[],[],[],[],Common usage,,,General Business Operations,,,developer = developer,True,3,,
