id,english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,audio_url,topic,topic_url,created_at
485,process,n.,Quá trình,/ˈprəʊses/,a series of something that are done in order to achieve a particular result,"Singing contests usually have the same process: auditions, semi-finals, and finals.","Các cuộc thi ca hát thường có quá trình giống nhau: thử giọng, bán kết, và chung kết.",https://audio.tflat.vn/data/cache/images/300x225/p/r/process1.png,https://audio.tflat.vn/audio/p/r/process.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
486,replace,v.,Thay thế,/ri'pleis/,to be used instead of something / somebody else,My father replaced the old plug with a new one.,Ba tôi thay thế cái nắp cũ bằng cái mới.,https://audio.tflat.vn/data/cache/images/300x225/r/e/replace1.png,https://audio.tflat.vn/audio/r/e/replace.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
487,revolution,n.,Cuộc cách mạng,"/,revə'lu:ʃn/","a great change in conditions, ways of working, beliefs, etc. ..that affects large numbers of people",We see a revolution in the computer field almost every day.,Chúng ta thấy một cuộc cách mạng trong lãnh vực máy tính hầu như mỗi ngày.,https://audio.tflat.vn/data/cache/images/300x225/r/e/revolution1.png,https://audio.tflat.vn/audio/r/e/revolution.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
488,sharp,adj.," thông minh, láu lỉnh",/ʃɑ:p/,"sudden and rapid, especially of a change in something",The new employee proved how sharp she was when she mastered the new program in a few days.,Nhân viên mới đã chứng tỏ được cô ấy thông minh đến thế nào khi mà cô đã làm chủ được chương trình mới trong vài ngày.,https://audio.tflat.vn/data/cache/images/300x225/s/h/sharp2.jpg,https://audio.tflat.vn/audio/s/h/sharp.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
489,skill,n.,"Kỹ năng, kỹ xảo",/skil/,the ability to do something well,The software developer has excellent technical skills and would be an asset to our software programming team.,Người phát triển phần mềm có những kỹ năng chuyên môn xuất săc và là một vốn quý đối với đội ngũ lập trình phần mềm của chúng tôi.,https://audio.tflat.vn/data/cache/images/300x225/s/k/skill1.jpg,https://audio.tflat.vn/audio/s/k/skill.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
490,software,n.,"Phần mềm, chương trình máy tính",/ˈsɒftweə(r)/,"the programs, etc....used to operate a computer",Many computers come pre-loaded with software.,Nhiều máy tính đã có sẵn phần mềm.,https://audio.tflat.vn/data/cache/images/300x225/s/o/software1.jpg,https://audio.tflat.vn/audio/s/o/software.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
491,store,v.,"Lưu giữ, tích trữ",/stɔ:/,to keep,You can store more data on a zip drive.,Anh có thể lưu trữ dữ liệu nhiều hơn trên ổ đĩa nén.,https://audio.tflat.vn/data/cache/images/300x225/s/t/store-lưu_giữ1.jpg,https://audio.tflat.vn/audio/s/t/store-lưu_giữ.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
492,technically,adv.,Nói đến/nói về mặt kỹ thuật; một cách chuyên môn/nghiêm túc,/ˈteknɪkli/,in a way that is connected with the skills needed for a particular job,"Technically speaking, the virus infected only script files.",Nói về mặt kỹ thuật thì virus chỉ tác động lên các tập tin script (tập tin kịch bản thi hành).,https://audio.tflat.vn/data/cache/images/300x225/t/e/technically.jpg,https://audio.tflat.vn/audio/t/e/technically.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3,2026-07-24 17:22:34.132489
493,hotel,n.,Khách sạn,/həʊˈtel/,,I live near Horison hotel.,Tôi sống gần khách sạn Horison.,https://audio.tflat.vn/data/images_example/300x225/i/_/i_live_nea_ex1_58243d057f8b9aa1078b45b3.png,https://audio.tflat.vn/audio/h/o/hotel.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
494,advanced,adj.,Tiên tiến,/ədˈvɑːnst/,"having the most modern and recently developed ideas, methods, etc.","Since the hotel installed an advanced computer system, all operations have been functioning more smoothly.","Bởi vì khách sạn đã lắp đặt một hệ thống máy tính tiên tiến, mọi hoạt động đang được vận hành trơn tru.",https://audio.tflat.vn/data/cache/images/300x225/a/d/advanced1.jpg,https://audio.tflat.vn/audio/a/d/advanced.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
495,chain,n.,"Dây xích, chuỗi",/tʃein/,a group of stores or hotels owned by the same company,Budget-priced hotel chains have made a huge impact in the industry.,Chuỗi khách sạn giá rẻ đã tạo ra một tác động to lớn cho nền công nghiệp.,https://audio.tflat.vn/data/images_example/300x225/b/u/budget-pri_ex1_56248d167f8b9a040dc661b0.jpg,https://audio.tflat.vn/audio/c/h/chain.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
496,check-in,n.,Sự nhận phòng,//,,Do you know your check-in time ?,Bạn có biết thời gian nhận phòng không?,https://audio.tflat.vn/data/cache/images/300x225/c/h/check-in2.jpg,https://audio.tflat.vn/audio/c/h/check-in.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
497,confirm,v.,Xác nhận,/kənˈfɜː(r)m/,"to state or show that something is definitely true or correct,",Please write to confirm your reservation.,Xin vui lòng viết xác nhận cho việc đặt phòng của bạn.,https://audio.tflat.vn/data/cache/images/300x225/c/o/confirm1.jpg,https://audio.tflat.vn/audio/c/o/confirm.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
498,expect,v.,Mong đợi,/ɪkˈspekt/,to think or believe that something will happen,She expects to see her new baby girl.,Cô ấy mong đợi được gặp con gái bé nhỏ của cô. ,https://audio.tflat.vn/data/cache/images/300x225/e/x/expect1.png,https://audio.tflat.vn/audio/e/x/expect.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
499,housekeeper,n.,"Quản gia; người coi nhà, người giữ nhà","/'haus,ki:pə/","a person, usually a woman, whose job is to manage the shopping, cooking, cleaning, etc. in a house or an institution",Eloise's first job at the hotel was as a housekeeper and now she is the manager.,Công việc đầu tiên của Eloise ở khách sạn là người trực buồng và bây giờ cô đã là người quản lý.,https://audio.tflat.vn/data/cache/images/300x225/h/o/housekeeper.jpg,https://audio.tflat.vn/audio/h/o/housekeeper.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
500,notify,v.,Thông báo,/ˈnəʊtɪfaɪ/,to formally or officially tell someone about something,They notified the hotel that they had been delayed in traffic and would be arriving late.,Họ đã thông báo với khách sạn rằng họ đã bị chậm trễ trong giao thông và sẽ đến muộn.,https://audio.tflat.vn/data/cache/images/300x225/n/o/notify1.jpg,https://audio.tflat.vn/audio/n/o/notify.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
501,preclude,v.,"Ngăn ngừa, loại trừ",/pri'klu:d/,to prevent something from happening or someone from doing something; to make something impossible,The horrible rainstorm precluded us from traveling any further.,Cơn mưa giông kinh khủng đã ngăn chúng tôi du hành thêm nữa.,https://audio.tflat.vn/data/cache/images/300x225/p/r/preclude2.jpg,https://audio.tflat.vn/audio/p/r/preclude.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
502,quote,v.,Trích dẫn,/kwout/,to repeat the exact words that another person has said or written,Can I quote you on that?,Mình có thể trích ý kiến của bạn về vấn đề đó được không?,https://audio.tflat.vn/data/cache/images/300x225/q/u/quote.jpg,https://audio.tflat.vn/audio/q/u/quote.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
503,rate,n.,"Mức giá, tỉ lệ",/reɪt/,a measurement of the speed at which something happens,The sign in the lobby lists the seasonal rates.,Biển hiệu ở trong hành lang liệt kê các mức giá theo từng mùa.,https://audio.tflat.vn/data/cache/images/300x225/r/a/rate1.jpg,https://audio.tflat.vn/audio/r/a/rate.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
504,reservation,n.,"Sự dành trước, sự đặt chổ trước","/,rezə'veiʃn/","an arrangement for a seat on a plane or train, a room in a hotel, etc. to be kept for you","I know I made a reservation for tonight, but the hotel staff has no record of it in the system.","Tôi biết rằng tôi đã đặt chỗ tối nay, nhưng nhân viên khách sạn không lưu nó vào hệ thống.",https://audio.tflat.vn/data/cache/images/300x225/r/e/reservation.jpg,https://audio.tflat.vn/audio/r/e/reservation.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
505,service,n.,Dịch vụ,/ˈsɜːvɪs/,useful function,The food was good but the service was very slow.,Thức ăn thì rất ngon nhưng dịch vụ thì quá tồi.,https://audio.tflat.vn/data/cache/images/300x225/s/e/service1.jpeg,https://audio.tflat.vn/audio/s/e/service.mp3,Hotels,https://tienganhtflat.com/blog/toeic-words-hotels,2026-07-24 17:22:34.132489
506,accept,v.,"Nhận, chấp nhận",/ək'sept/,"to say “yes” to an offer, invitation, etc.","She accepts the gift with a big smile, and thanks her boyfriend several times.",Cô ấy chấp nhận món quà với nụ cười lớn và cảm ơn bạn trai nhiều lần. ,https://audio.tflat.vn/data/cache/images/300x225/a/c/accept1.png,https://audio.tflat.vn/audio/a/c/accept.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
507,balance,v.,Quyết toán,/'bæləns/,to show that in an account the total money spent is equal to the total money received,It took him over an hour to balance his checkbook.,Nó lấy mất của anh hơn một tiếng đồng hồ để quyết toán tập chi phiếu.,https://audio.tflat.vn/data/cache/images/300x225/b/a/balance1.png,https://audio.tflat.vn/audio/b/a/balance.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
508,borrow,v.,"Mượn, vay",/'bɔrou/,"to take and use something that belongs to someone else, and return it to them at a later time",Can I borrow your mobile phone for a while? I have lost mine on the train.,Bạn có thể cho tôi mượn điện thoại một chút được không? Tôi vừa đánh mất điện thoại trên tàu.,https://audio.tflat.vn/data/cache/images/300x225/b/o/borrow1.png,https://audio.tflat.vn/audio/b/o/borrow.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
509,cautiously,adv.,"‹một cách› thận trọng, cẩn thận",/ˈkɔːʃəsli/,being careful about what you say or do,Act cautiously when signing contracts and read them thoroughly first.,Hành động thận trọng khi ký các hợp đồng và trước hết hãy đọc chúng kỹ lưỡng.,https://audio.tflat.vn/data/cache/images/300x225/c/a/cautiously1.png,https://audio.tflat.vn/audio/c/a/cautiously.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
510,deduct,v.,"Lấy đi, trừ đi, khấu trừ",/di'dʌkt/,"to take away money, points, etc., from a total amount","By deducting the monthly fee from her checking account, Yi was able to make her account balance.","Do việc khấu trừ tiền thù lao hàng tháng vào tài khoản vãng lai, Yi đã có thể thực hiện cân bằng thu chi tài khoản của mình.",https://audio.tflat.vn/data/cache/images/300x225/d/e/deduct1.png,https://audio.tflat.vn/audio/d/e/deduct.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
511,dividend,n.,"Tiền lãi cổ phần, tiền được cuộc, cái bị chia, số bị chia (toán)",/'dividend/,an amount of the profits that a company pays to people who own shares in the company,The dividend was calculated and distributed to the group.,Cổ tức được tính toán và phân bổ theo nhóm.,https://audio.tflat.vn/data/cache/images/300x225/d/i/dividend1.png,https://audio.tflat.vn/audio/d/i/dividend.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
512,down payment,n.,Phần tiền trả trước ban đầu,/daʊn ˈpeɪmənt/,an initial partial payment,"By making a large down payment, the couple saved a great deal in mortgage interest.","Bằng việc trả trước một phần lớn, đôi vợ chồng tiết kiệm được một khoản lãi cầm cố cao.",https://audio.tflat.vn/data/cache/images/300x225/d/o/down_payment1.png,https://audio.tflat.vn/audio/d/o/down_payment.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
513,mortgage,v.,"Cấm cố, thế chấp",/ˈmɔːɡɪdʒ/,"to give a bank, etc. the legal right to own your house, land, etc. if you do not pay the money back that you have borrowed from the bank to buy the house or land",Hiram mortgaged his home to get extra money to invest in his business.,Hiram thế chấp nhà mình để nhận một khoản tiền phụ thêm để đầu tư cho công việc.,https://audio.tflat.vn/data/cache/images/300x225/m/o/mortgage1.png,https://audio.tflat.vn/audio/m/o/mortgage.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
633,implement,verb,triển khai,/ˈɪmplɪment/,to put into action,The company implemented a new policy.,Công ty đã triển khai chính sách mới.,,,Business,,2026-07-24 17:36:44.573617
514,restricted,adj.,"Bị hạn chế, bị giới hạn",/ris'triktid/,limited or small in size or amount,Access to the safe deposit box vault is restricted to key holders.,Việc vào hầm két bạc được hạn chế trong những người giữ chìa khóa.,https://audio.tflat.vn/data/cache/images/300x225/r/e/restricted1.png,https://audio.tflat.vn/audio/r/e/restricted.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
515,signature,n.,"Chữ ký, ký hiệu, dấu hiệu",/'signitʃə/,"your name as you usually write it, for example at the end of a letter",The customer's signature was kept on file for identification purposes.,Chữ ký của khách hàng được lưu trên file nhằm mục đích nhận dạng.,https://audio.tflat.vn/data/cache/images/300x225/s/i/signature1.jpg,https://audio.tflat.vn/audio/s/i/signature.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
516,take out,v.,Rút (tiền),/A/,remove,When can I take money out of bank?,Khi nào tôi có thể rút tiền khỏi ngân hàng,https://audio.tflat.vn/data/cache/images/300x225/t/a/take_out1.jpg,https://audio.tflat.vn/audio/t/a/take_out.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
517,transaction,n.,"Sự giao dịch, công việc kinh doanh",/træn'zækʃn/,"a piece of business that is done between people, especially an act of buying or selling",Banking transaction will appear on your monthly statement.,Giao dịch ngân hàng sẽ xuất hiện trong thông báo tài khoản ngân hàng mỗi tháng.,https://audio.tflat.vn/data/cache/images/300x225/t/r/transaction1.jpg,https://audio.tflat.vn/audio/t/r/transaction.mp3,Banking,https://tienganhtflat.com/blog/toeic-words-banking,2026-07-24 17:22:34.132489
