id,group_id,question_number,question_text,correct_answer,explanation,display_order
10272,5298,72,Which gate for flight 500?,B,Gate 1,2
10273,5298,73,What should passengers do 500?,A,Proceed to gate,3
10274,5299,74,What type of announcement 501?,D,weather alert,1
10275,5299,75,Which gate for flight 501?,D,Gate 2,2
10276,5299,76,What should passengers do 501?,A,Proceed to gate,3
10277,5300,77,What type of announcement 502?,D,facility update,1
10278,5300,78,Which gate for flight 502?,B,Gate 3,2
10279,5300,79,What should passengers do 502?,D,Proceed to gate,3
10280,5301,80,What type of announcement 503?,B,service change,1
10281,5301,81,Which gate for flight 503?,A,Gate 4,2
10282,5301,82,What should passengers do 503?,B,Proceed to gate,3
10283,5302,83,What type of announcement 504?,B,safety notice,1
10284,5302,84,Which gate for flight 504?,D,Gate 5,2
10285,5302,85,What should passengers do 504?,D,Proceed to gate,3
10286,5303,86,What type of announcement 505?,A,flight departure,1
10287,5303,87,Which gate for flight 505?,D,Gate 6,2
10288,5303,88,What should passengers do 505?,D,Proceed to gate,3
10289,5304,89,What type of announcement 506?,B,weather alert,1
10290,5304,90,Which gate for flight 506?,B,Gate 7,2
10291,5304,91,What should passengers do 506?,B,Proceed to gate,3
10292,5305,92,What type of announcement 507?,C,facility update,1
10293,5305,93,Which gate for flight 507?,C,Gate 8,2
10294,5305,94,What should passengers do 507?,D,Proceed to gate,3
10295,5306,95,What type of announcement 508?,A,service change,1
10296,5306,96,Which gate for flight 508?,A,Gate 9,2
10297,5306,97,What should passengers do 508?,D,Proceed to gate,3
10298,5307,98,What type of announcement 509?,D,safety notice,1
10299,5307,99,Which gate for flight 509?,B,Gate 10,2
10300,5307,100,What should passengers do 509?,A,Proceed to gate,3
10301,5308,101,The business meeting 1500 requires proper prepositions usage.,C,prepositions,1
10302,5309,102,The project timeline 1501 requires proper verb tenses usage.,B,verb tenses,1
10303,5310,103,The team collaboration 1502 requires proper articles usage.,A,articles,1
10304,5311,104,The budget allocation 1503 requires proper pronouns usage.,C,pronouns,1
10305,5312,105,The resource management 1504 requires proper conjunctions usage.,B,conjunctions,1
10306,5313,106,The business meeting 1505 requires proper prepositions usage.,C,prepositions,1
10307,5314,107,The project timeline 1506 requires proper verb tenses usage.,C,verb tenses,1
10308,5315,108,The team collaboration 1507 requires proper articles usage.,D,articles,1
10309,5316,109,The budget allocation 1508 requires proper pronouns usage.,A,pronouns,1
10310,5317,110,The resource management 1509 requires proper conjunctions usage.,B,conjunctions,1
10311,5318,111,The business meeting 1510 requires proper prepositions usage.,B,prepositions,1
10312,5319,112,The project timeline 1511 requires proper verb tenses usage.,A,verb tenses,1
10313,5320,113,The team collaboration 1512 requires proper articles usage.,C,articles,1
10314,5321,114,The budget allocation 1513 requires proper pronouns usage.,A,pronouns,1
10315,5322,115,The resource management 1514 requires proper conjunctions usage.,A,conjunctions,1
10316,5323,116,The business meeting 1515 requires proper prepositions usage.,D,prepositions,1
10317,5324,117,The project timeline 1516 requires proper verb tenses usage.,C,verb tenses,1
10318,5325,118,The team collaboration 1517 requires proper articles usage.,D,articles,1
10319,5326,119,The budget allocation 1518 requires proper pronouns usage.,C,pronouns,1
10320,5327,120,The resource management 1519 requires proper conjunctions usage.,C,conjunctions,1
10321,5328,121,The business meeting 1520 requires proper prepositions usage.,C,prepositions,1
10322,5329,122,The project timeline 1521 requires proper verb tenses usage.,D,verb tenses,1
10323,5330,123,The team collaboration 1522 requires proper articles usage.,D,articles,1
10324,5331,124,The budget allocation 1523 requires proper pronouns usage.,D,pronouns,1
10325,5332,125,The resource management 1524 requires proper conjunctions usage.,D,conjunctions,1
10326,5333,126,The business meeting 1525 requires proper prepositions usage.,D,prepositions,1
10327,5334,127,The project timeline 1526 requires proper verb tenses usage.,D,verb tenses,1
10328,5335,128,The team collaboration 1527 requires proper articles usage.,C,articles,1
10329,5336,129,The budget allocation 1528 requires proper pronouns usage.,A,pronouns,1
10330,5337,130,The resource management 1529 requires proper conjunctions usage.,D,conjunctions,1
10331,5338,131,Blank 1 in email 200,A,concerns,1
10332,5338,132,Blank 2 in email 200,B,review,2
10333,5338,133,Blank 3 in email 200,C,respond,3
10334,5338,134,Blank 4 in email 200,D,accordingly,4
10335,5339,135,Blank 1 in memo 201,A,concerns,1
10336,5339,136,Blank 2 in memo 201,B,review,2
10337,5339,137,Blank 3 in memo 201,D,respond,3
10338,5339,138,Blank 4 in memo 201,D,accordingly,4
10339,5340,139,Blank 1 in notice 202,B,concerns,1
10340,5340,140,Blank 2 in notice 202,C,review,2
10341,5340,141,Blank 3 in notice 202,B,respond,3
10342,5340,142,Blank 4 in notice 202,D,accordingly,4
10343,5341,143,Blank 1 in training 203,C,concerns,1
10344,5341,144,Blank 2 in training 203,B,review,2
10345,5341,145,Blank 3 in training 203,D,respond,3
10346,5341,146,Blank 4 in training 203,B,accordingly,4
10347,5342,147,What is this email about?,B,The regarding the project deadline,1
10348,5342,148,Who sent this email?,C,Company Name,2
10349,5342,149,What should the reader do?,A,Read carefully,3
10350,5342,150,What is this email about?,C,The regarding the project deadline,4
10351,5343,151,What is this notice about?,C,The about the client meeting,1
10352,5343,152,Who sent this notice?,C,Company Name,2
10353,5343,153,What should the reader do?,C,Read carefully,3
10354,5344,154,What is this advertisement about?,A,The concerning the budget approval,1
10355,5344,155,Who sent this advertisement?,B,Company Name,2
10356,5344,156,What should the reader do?,A,Read carefully,3
10357,5344,157,What is this advertisement about?,D,The concerning the budget approval,4
10358,5345,158,What is this schedule about?,D,The regarding the schedule change,1
10359,5345,159,Who sent this schedule?,D,Company Name,2
10360,5345,160,What should the reader do?,D,Read carefully,3
10361,5346,161,What is this invoice about?,D,The about the contract renewal,1
10362,5346,162,Who sent this invoice?,B,Company Name,2
10363,5346,163,What should the reader do?,A,Read carefully,3
10364,5346,164,What is this invoice about?,A,The about the contract renewal,4
10365,5347,165,What is this email about?,A,The regarding the product launch,1
10366,5347,166,Who sent this email?,B,Company Name,2
10367,5347,167,What should the reader do?,B,Read carefully,3
10368,5348,168,What is this notice about?,A,The about the team training,1
10369,5348,169,Who sent this notice?,A,Company Name,2
10370,5348,170,What should the reader do?,D,Read carefully,3
10371,5348,171,What is this notice about?,A,The about the team training,4
10372,5349,172,What is this advertisement about?,A,The concerning the security update,1
10373,5349,173,Who sent this advertisement?,B,Company Name,2
10374,5349,174,What should the reader do?,B,Read carefully,3
10375,5350,175,What is this schedule about?,D,The regarding the system upgrade,1
10376,5350,176,Who sent this schedule?,A,Company Name,2
10377,5350,177,What should the reader do?,C,Read carefully,3
10378,5350,178,What is this schedule about?,B,The regarding the system upgrade,4
10379,5351,179,What is this invoice about?,A,The about the policy change,1
10380,5351,180,Who sent this invoice?,C,Company Name,2
10381,5351,181,What should the reader do?,B,Read carefully,3
10382,5352,182,What is this email about?,A,The regarding the office relocation,1
10383,5352,183,Who sent this email?,D,Company Name,2
10384,5352,184,What should the reader do?,D,Read carefully,3
10385,5352,185,What is this email about?,A,The regarding the office relocation,4
10386,5353,186,What is this notice about?,C,The about the holiday schedule,1
10387,5353,187,Who sent this notice?,B,Company Name,2
10388,5353,188,What should the reader do?,C,Read carefully,3
10389,5354,189,What is this advertisement about?,A,The concerning the salary review,1
10390,5354,190,Who sent this advertisement?,C,Company Name,2
10391,5354,191,What should the reader do?,D,Read carefully,3
10392,5354,192,What is this advertisement about?,D,The concerning the salary review,4
10393,5355,193,What is this schedule about?,B,The regarding the new procedure,1
10394,5355,194,Who sent this schedule?,B,Company Name,2
10395,5355,195,What should the reader do?,B,Read carefully,3
10396,5355,196,What is this schedule about?,A,The regarding the new procedure,4
10397,5356,197,What is this invoice about?,C,The about the equipment order,1
10398,5356,198,Who sent this invoice?,C,Company Name,2
10399,5356,199,What should the reader do?,D,Read carefully,3
10400,5356,200,What is this invoice about?,D,The about the equipment order,4
10401,5357,1,,A,Several employees are participating in international cultural exchanges nearby,1
10402,5358,2,,B,A team is developing global innovation ecosystems in the background,1
10403,5359,3,,B,A woman is managing international research collaborations currently,1
10404,5360,4,,B,A man is conducting international technology scouting,1
10405,5361,5,,A,Two researchers are developing international research projects with colleagues,1
10406,5362,6,,B,Several scientists are participating in international collaborations nearby,1
10407,5363,13,What should I do about the deadline?,C,Submit by Friday,1
10408,5364,14,How long will the meeting take?,D,45 minutes,1
10409,5365,15,Is the product available?,C,50 in stock,1
10410,5366,16,What's the cost of service?,A,$150 per month,1
10411,5367,17,Can you help with this task?,C,"Yes, immediately",1
10412,5368,18,When should I arrive for the interview?,C,15 minutes early,1
10413,5369,19,Do you have the report ready?,B,On your desk,1
10414,5370,20,How many people will attend?,B,25 participants,1
10415,5371,21,Where should I park my car?,B,Visitor lot,1
10416,5372,22,What's the dress code?,C,Business casual,1
10417,5373,23,Should I bring my laptop?,B,"Yes, for presentation",1
10418,5374,24,How do I access the building?,C,Main entrance with ID,1
10419,5375,25,What time does the store close?,B,9 PM weekdays,1
10420,5376,26,Is there a discount available?,B,10% off members,1
10421,5377,27,Can I reschedule the appointment?,C,"Yes, call to reschedule",1
10422,5378,28,What's included in the package?,A,Full service with support,1
10423,5379,29,How do I contact customer service?,B,Call 1-800-555-1234,1
10424,5380,30,Is the warranty still valid?,B,2 years remaining,1
10425,5381,31,What payment methods do you accept?,B,Credit cards and cash,1
10426,5382,32,Can I get a refund?,A,Within 30 days,1
10427,5383,33,How long is the warranty period?,C,One year from purchase,1
10428,5384,34,Do you offer installation service?,D,Free installation,1
10429,5385,35,Is the product eco-friendly?,A,Made from recycled materials,1
10430,5386,36,Can I track my order?,A,Online tracking available,1
10431,5387,37,What's the delivery time?,A,3-5 business days,1
10432,5388,32,What is the status of budget approval 663?,C,On track,1
10433,5388,33,What needs to be done for budget approval 663?,A,Finalize the report,2
10434,5388,34,Who is working on budget approval 663?,B,The team,3
10435,5389,35,What is the status of product launch 664?,A,On track,1
10436,5389,36,What needs to be done for product launch 664?,A,Finalize the report,2
10437,5389,37,Who is working on product launch 664?,D,The team,3
10438,5390,38,What is the status of project deadline 665?,C,On track,1
10439,5390,39,What needs to be done for project deadline 665?,B,Finalize the report,2
10440,5390,40,Who is working on project deadline 665?,D,The team,3
10441,5391,41,What is the status of client meeting 666?,D,On track,1
10442,5391,42,What needs to be done for client meeting 666?,A,Finalize the report,2
10443,5391,43,Who is working on client meeting 666?,B,The team,3
10444,5392,44,What is the status of team collaboration 667?,C,On track,1
10445,5392,45,What needs to be done for team collaboration 667?,C,Finalize the report,2
10446,5392,46,Who is working on team collaboration 667?,D,The team,3
